15:09:57.801 1139 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.mifa.cloud.voice.server.TestOpenApi], using SpringBootContextLoader
15:10:40.181 13505 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/person/{contractNo}],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.AuthPersionDetailVO> com.mifa.cloud.voice.server.controller.user.UserAuthController.getPersonAuthDetail(java.lang.String)
15:10:40.181 13505 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/company/{contractNo}],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.AuthCompanyDetailVO> com.mifa.cloud.voice.server.controller.user.UserAuthController.getCompanyAuthDetail(java.lang.String)
15:10:40.182 13506 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/user/{contractNo}],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.UserInfoVO> com.mifa.cloud.voice.server.controller.user.UserInfoController.getUserInfo(java.lang.String)
15:10:40.182 13506 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/user-avatar],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.UserInfoController.editAvatar(com.mifa.cloud.voice.server.commons.dto.UserEditAvatarDTO)
15:10:40.182 13506 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/user-mobile],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.UserInfoController.editMobileVerify(com.mifa.cloud.voice.server.commons.dto.UserEditMobileDTO)
15:10:40.183 13507 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/user-retrieve-password],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.UserPwdController.retrievePasswordModify(com.mifa.cloud.voice.server.commons.dto.UserRetrievePasswordDTO)
15:10:40.183 13507 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/user-edit-password],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.UserPwdController.editPassword(com.mifa.cloud.voice.server.commons.dto.UserEditPwdDTO)
15:10:40.184 13508 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/v2/api-docs],methods=[GET],produces=[application/json || application/hal+json]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)
15:10:40.186 13510 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/ui]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
15:10:40.186 13510 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/security]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
15:10:40.187 13511 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources]}" onto org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
15:10:40.189 13513 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/hystrix]}" onto public java.lang.String org.springframework.cloud.netflix.hystrix.dashboard.HystrixDashboardController.home(org.springframework.ui.Model,org.springframework.web.context.request.WebRequest)
15:10:40.189 13513 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/hystrix/{path}]}" onto public java.lang.String org.springframework.cloud.netflix.hystrix.dashboard.HystrixDashboardController.monitor(java.lang.String,org.springframework.ui.Model,org.springframework.web.context.request.WebRequest)
15:10:40.191 13515 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
15:10:40.191 13515 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
15:10:40.356 13680 [main] INFO  c.n.c.s.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
15:10:40.366 13690 [main] INFO  c.n.config.DynamicPropertyFactory - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@5fe5f2f0
15:10:42.706 16030 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/resume || /resume.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
15:10:42.707 16031 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/service-registry/instance-status],methods=[POST]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.cloud.client.serviceregistry.endpoint.ServiceRegistryEndpoint.setStatus(java.lang.String)
15:10:42.707 16031 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/service-registry/instance-status],methods=[GET]}" onto public org.springframework.http.ResponseEntity org.springframework.cloud.client.serviceregistry.endpoint.ServiceRegistryEndpoint.getStatus()
15:10:42.708 16032 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/jolokia/**]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.actuate.endpoint.mvc.JolokiaMvcEndpoint.handle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
15:10:42.710 16034 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/auditevents || /auditevents.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.boot.actuate.endpoint.mvc.AuditEventsMvcEndpoint.findByPrincipalAndAfterAndType(java.lang.String,java.util.Date,java.lang.String)
15:10:42.710 16034 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/features || /features.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:10:42.711 16035 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/env/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EnvironmentMvcEndpoint.value(java.lang.String)
15:10:42.711 16035 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/env || /env.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:10:42.712 16036 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/health || /health.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.HealthMvcEndpoint.invoke(javax.servlet.http.HttpServletRequest,java.security.Principal)
15:10:42.713 16037 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/info || /info.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:10:42.714 16038 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.get(java.lang.String)
15:10:42.715 16039 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[POST],consumes=[application/vnd.spring-boot.actuator.v1+json || application/json],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.set(java.lang.String,java.util.Map<java.lang.String, java.lang.String>)
15:10:42.715 16039 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/loggers || /loggers.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:10:42.716 16040 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/dump || /dump.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:10:42.717 16041 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/restart || /restart.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.context.restart.RestartMvcEndpoint.invoke()
15:10:42.719 16043 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/trace || /trace.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:10:42.720 16044 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/hystrix.stream/**]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.cloud.netflix.endpoint.ServletWrappingEndpoint.handle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
15:10:42.721 16045 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/env],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.value(java.util.Map<java.lang.String, java.lang.String>)
15:10:42.721 16045 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/env/reset],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.reset()
15:10:42.722 16046 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/autoconfig || /autoconfig.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:10:42.723 16047 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/metrics/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.MetricsMvcEndpoint.value(java.lang.String)
15:10:42.723 16047 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/metrics || /metrics.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:10:42.723 16047 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/pause || /pause.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
15:10:42.724 16048 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/archaius || /archaius.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:10:42.724 16048 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/mappings || /mappings.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:10:42.725 16049 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/refresh || /refresh.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
15:10:42.725 16049 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/configprops || /configprops.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:10:42.726 16050 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/heapdump || /heapdump.json],methods=[GET],produces=[application/octet-stream]}" onto public void org.springframework.boot.actuate.endpoint.mvc.HeapdumpMvcEndpoint.invoke(boolean,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException,javax.servlet.ServletException
15:10:42.727 16051 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/beans || /beans.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:10:43.791 17115 [main] INFO  o.s.u.f.SpringTemplateLoader - SpringTemplateLoader for FreeMarker: using resource loader [org.springframework.web.context.support.GenericWebApplicationContext@6f8d7714: startup date [Tue May 15 15:10:28 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@5bf8fa12] and template loader path [classpath:/templates/]
15:10:43.792 17116 [main] INFO  o.s.w.s.v.f.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
15:10:45.695 19019 [main] INFO  c.n.c.s.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
15:10:46.217 19541 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@6f8d7714: startup date [Tue May 15 15:10:28 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@5bf8fa12
15:10:46.477 19801 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
15:10:46.477 19801 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
15:10:46.512 19836 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in controllerExceptionHandler
15:10:46.589 19913 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
15:10:51.192 24516 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - jolokia: No access restrictor found, access to any MBean is allowed
15:10:51.200 24524 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - jolokia: jolokia:type=Config is already registered. Adding it with jolokia:type=Config,uuid=05b94171-ca59-4ca6-a8dc-728fb8cd86d4, but you should revise your setup in order to either use a qualifier or ensure, that only a single agent gets registered (otherwise history functionality might not work)
15:10:51.200 24524 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - jolokia: Cannot register (legacy) MBean handler for config store with name jmx4perl:type=Config since it already exists. This is the case if another agent has been already started within the same JVM. The registration is skipped.
15:10:51.200 24524 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - jolokia: Jolokia Discovery MBean registration is skipped because there is already one registered.
15:10:51.267 24591 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase -2147482648
15:10:51.268 24592 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 0
15:10:51.268 24592 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 2147483647
15:10:51.268 24592 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
15:10:51.289 24613 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
15:10:51.301 24625 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
15:10:51.565 24889 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: queryContactListUsingGET_1
15:10:51.579 24903 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: queryContactListUsingGET_2
15:10:51.880 25204 [main] INFO  o.s.c.n.h.HystrixCircuitBreakerConfiguration$HystrixMetricsPollerConfiguration - Starting poller
15:10:52.246 25570 [SimpleAsyncTaskExecutor-1] INFO  o.s.a.r.c.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#57bfa0d2:0/SimpleConnection@6522396e [delegate=amqp://bmdb@192.168.2.181:5672/, localPort= 54254]
15:10:52.486 25810 [main] INFO  c.m.cloud.voice.server.TestOpenApi - Started TestOpenApi in 25.051 seconds (JVM running for 26.436)
15:10:53.209 26533 [Thread-8] INFO  o.s.w.c.s.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@6f8d7714: startup date [Tue May 15 15:10:28 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@5bf8fa12
15:10:53.224 26548 [Thread-8] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
15:10:53.247 26571 [Thread-8] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application voice-server-api with eureka with status DOWN
15:10:53.295 26619 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
15:10:53.356 26680 [Thread-8] INFO  c.n.d.p.DiscoveryJerseyProvider - Using JSON encoding codec LegacyJacksonJson
15:10:53.356 26680 [Thread-8] INFO  c.n.d.p.DiscoveryJerseyProvider - Using JSON decoding codec LegacyJacksonJson
15:10:53.499 26823 [Thread-8] INFO  c.n.d.p.DiscoveryJerseyProvider - Using XML encoding codec XStreamXml
15:10:53.499 26823 [Thread-8] INFO  c.n.d.p.DiscoveryJerseyProvider - Using XML decoding codec XStreamXml
15:10:53.746 27070 [Thread-8] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
15:10:53.773 27097 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
15:10:53.773 27097 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
15:10:53.773 27097 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
15:10:53.773 27097 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
15:10:53.774 27098 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
15:10:53.774 27098 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
15:10:53.774 27098 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
15:10:54.043 27367 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
15:10:54.044 27368 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
15:10:54.102 27426 [Thread-8] INFO  c.n.d.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
15:10:54.104 27428 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1526368254104 with initial instances count: 0
15:10:54.320 27644 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Shutting down DiscoveryClient ...
15:10:54.321 27645 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Unregistering ...
15:10:54.353 27677 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_VOICE-SERVER-API/192.168.2.39:voice-server-api:-1 - deregister  status: 404
15:10:54.358 27682 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Completed shut down of DiscoveryClient
15:10:54.362 27686 [Thread-8] INFO  o.s.c.s.DefaultLifecycleProcessor - Stopping beans in phase 2147483647
15:10:54.370 27694 [Thread-8] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Waiting for workers to finish.
15:10:55.387 28711 [Thread-8] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Successfully waited for workers to finish.
15:10:55.447 28771 [Thread-8] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Waiting for workers to finish.
15:10:55.506 28830 [Thread-8] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Successfully waited for workers to finish.
15:10:55.592 28916 [Thread-8] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Waiting for workers to finish.
15:10:56.572 29896 [Thread-8] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Successfully waited for workers to finish.
15:10:56.572 29896 [Thread-8] INFO  o.s.c.s.DefaultLifecycleProcessor - Stopping beans in phase 0
15:10:56.572 29896 [Thread-8] INFO  o.s.c.s.DefaultLifecycleProcessor - Stopping beans in phase -2147482648
15:10:56.588 29912 [Thread-8] INFO  c.n.c.s.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
15:10:56.680 30004 [Thread-8] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'taskExecutor'
15:10:56.682 30006 [Thread-8] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
15:15:20.826 502  [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.mifa.cloud.voice.server.TestOpenApi], using SpringBootContextLoader
15:15:20.832 508  [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.mifa.cloud.voice.server.TestOpenApi]: no resource found for suffixes {-context.xml, Context.groovy}.
15:15:20.943 619  [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
15:15:21.009 685  [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@557caf28, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@408d971b, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@6c6cb480, org.springframework.test.context.support.DirtiesContextTestExecutionListener@3c46e67a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@c730b35, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@206a70ef, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@292b08d6, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@22555ebf, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@36ebc363, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@45752059, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@34e9fd99, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3c41ed1d]
15:15:21.874 1550 [main] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@5bf8fa12: startup date [Tue May 15 15:15:21 CST 2018]; root of context hierarchy
15:15:22.140 1816 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
15:15:22.225 1901 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
15:15:22.329 2005 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'configurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$7aacb273] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:22.716 2392 [main] INFO  o.s.c.c.c.ConfigServicePropertySourceLocator - Fetching config from server at: http://localhost:8888
15:15:22.822 2498 [main] INFO  c.m.cloud.voice.server.TestOpenApi - The following profiles are active: dev
15:15:22.826 2502 [main] INFO  o.s.w.c.s.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@6f8d7714: startup date [Tue May 15 15:15:22 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@5bf8fa12
15:15:23.286 2962 [main] INFO  o.s.c.a.ConfigurationClassParser - Properties location [classpath:application.properties] not resolvable: class path resource [application.properties] cannot be opened because it does not exist
15:15:24.374 4050 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
15:15:24.546 4222 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
15:15:24.998 4674 [main] INFO  o.s.c.context.scope.GenericScope - BeanFactory id=edd3fe3e-9955-3e81-909a-2a3585cf60d0
15:15:25.102 4778 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
15:15:25.177 4853 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mybatisConfig' of type [com.mifa.cloud.voice.server.config.MybatisConfig$$EnhancerBySpringCGLIB$$4a4d5af0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.253 4929 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [org.apache.commons.dbcp.BasicDataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
